k,x,y
Management of Companies and Enterprises,3548.133892335753,320
Management of Companies and Enterprises,3981.0717055349733,740
Management of Companies and Enterprises,4466.835921509631,1517
Management of Companies and Enterprises,5011.872336272725,423
Management of Companies and Enterprises,5623.413251903491,1094
Management of Companies and Enterprises,6309.57344480193,776
Management of Companies and Enterprises,7079.457843841381,548
Management of Companies and Enterprises,7943.282347242814,1027
Management of Companies and Enterprises,8912.509381337459,843
Management of Companies and Enterprises,10000.0,2086
Management of Companies and Enterprises,11220.18454301963,1633
Management of Companies and Enterprises,12589.254117941662,1282
Management of Companies and Enterprises,14125.375446227554,1795
Management of Companies and Enterprises,15848.93192461114,1277
Management of Companies and Enterprises,17782.794100389227,1462
Management of Companies and Enterprises,19952.62314968879,3287
Management of Companies and Enterprises,22387.21138568338,3270
Management of Companies and Enterprises,25118.864315095823,1869
Management of Companies and Enterprises,28183.82931264455,3659
Management of Companies and Enterprises,31622.776601683792,3270
Management of Companies and Enterprises,35481.33892335753,2292
Management of Companies and Enterprises,39810.71705534969,4086
Management of Companies and Enterprises,44668.359215096345,5132
Management of Companies and Enterprises,50118.72336272725,2535
Management of Companies and Enterprises,56234.13251903491,3014
Management of Companies and Enterprises,63095.7344480193,2728
Management of Companies and Enterprises,70794.57843841374,1828
Management of Companies and Enterprises,79432.82347242821,2007
Management of Companies and Enterprises,89125.0938133746,1313
Management of Companies and Enterprises,100000.0,1548
Management of Companies and Enterprises,112201.84543019629,797
Management of Companies and Enterprises,125892.54117941661,574
Management of Companies and Enterprises,141253.75446227554,489
Management of Companies and Enterprises,158489.3192461114,321
Management of Companies and Enterprises,177827.94100389228,189
Management of Companies and Enterprises,199526.2314968879,283
Management of Companies and Enterprises,223872.11385683378,170
Management of Companies and Enterprises,251188.6431509582,62
Management of Companies and Enterprises,281838.2931264455,53
Management of Companies and Enterprises,316227.7660168379,36
Management of Companies and Enterprises,354813.3892335753,16
Management of Companies and Enterprises,398107.1705534969,26
Management of Companies and Enterprises,446683.5921509635,51
Management of Companies and Enterprises,501187.2336272725,51
Management of Companies and Enterprises,562341.3251903491,47
Management of Companies and Enterprises,630957.344480193,10
Management of Companies and Enterprises,707945.7843841374,22
"Agriculture, Forestry, Fishing and Hunting",1995.2623149688789,182
"Agriculture, Forestry, Fishing and Hunting",2238.72113856834,177
"Agriculture, Forestry, Fishing and Hunting",2511.88643150958,63
"Agriculture, Forestry, Fishing and Hunting",2818.382931264455,299
"Agriculture, Forestry, Fishing and Hunting",3162.2776601683795,99
"Agriculture, Forestry, Fishing and Hunting",3548.133892335753,76
"Agriculture, Forestry, Fishing and Hunting",3981.0717055349733,252
"Agriculture, Forestry, Fishing and Hunting",4466.835921509631,533
"Agriculture, Forestry, Fishing and Hunting",5011.872336272725,98
"Agriculture, Forestry, Fishing and Hunting",5623.413251903491,330
"Agriculture, Forestry, Fishing and Hunting",6309.57344480193,245
"Agriculture, Forestry, Fishing and Hunting",7079.457843841381,150
"Agriculture, Forestry, Fishing and Hunting",7943.282347242814,293
"Agriculture, Forestry, Fishing and Hunting",8912.509381337459,209
"Agriculture, Forestry, Fishing and Hunting",10000.0,569
"Agriculture, Forestry, Fishing and Hunting",11220.18454301963,503
"Agriculture, Forestry, Fishing and Hunting",12589.254117941662,345
"Agriculture, Forestry, Fishing and Hunting",14125.375446227554,484
"Agriculture, Forestry, Fishing and Hunting",15848.93192461114,337
"Agriculture, Forestry, Fishing and Hunting",17782.794100389227,464
"Agriculture, Forestry, Fishing and Hunting",19952.62314968879,1172
"Agriculture, Forestry, Fishing and Hunting",22387.21138568338,1210
"Agriculture, Forestry, Fishing and Hunting",25118.864315095823,674
"Agriculture, Forestry, Fishing and Hunting",28183.82931264455,1184
"Agriculture, Forestry, Fishing and Hunting",31622.776601683792,1158
"Agriculture, Forestry, Fishing and Hunting",35481.33892335753,808
"Agriculture, Forestry, Fishing and Hunting",39810.71705534969,1218
"Agriculture, Forestry, Fishing and Hunting",44668.359215096345,1533
"Agriculture, Forestry, Fishing and Hunting",50118.72336272725,701
"Agriculture, Forestry, Fishing and Hunting",56234.13251903491,868
"Agriculture, Forestry, Fishing and Hunting",63095.7344480193,693
"Agriculture, Forestry, Fishing and Hunting",70794.57843841374,485
"Agriculture, Forestry, Fishing and Hunting",79432.82347242821,459
"Agriculture, Forestry, Fishing and Hunting",89125.0938133746,325
"Agriculture, Forestry, Fishing and Hunting",100000.0,424
"Agriculture, Forestry, Fishing and Hunting",112201.84543019629,167
"Agriculture, Forestry, Fishing and Hunting",125892.54117941661,154
"Agriculture, Forestry, Fishing and Hunting",141253.75446227554,136
"Agriculture, Forestry, Fishing and Hunting",158489.3192461114,69
"Agriculture, Forestry, Fishing and Hunting",177827.94100389228,48
"Agriculture, Forestry, Fishing and Hunting",199526.2314968879,77
"Agriculture, Forestry, Fishing and Hunting",223872.11385683378,63
"Agriculture, Forestry, Fishing and Hunting",251188.6431509582,18
"Agriculture, Forestry, Fishing and Hunting",281838.2931264455,20
"Agriculture, Forestry, Fishing and Hunting",316227.7660168379,3
"Agriculture, Forestry, Fishing and Hunting",354813.3892335753,7
"Agriculture, Forestry, Fishing and Hunting",398107.1705534969,17
"Agriculture, Forestry, Fishing and Hunting",446683.5921509635,45
"Agriculture, Forestry, Fishing and Hunting",501187.2336272725,15
"Agriculture, Forestry, Fishing and Hunting",562341.3251903491,20
"Agriculture, Forestry, Fishing and Hunting",630957.344480193,7
Retail Trade,1995.2623149688789,2479
Retail Trade,2238.72113856834,1583
Retail Trade,2511.88643150958,614
Retail Trade,2818.382931264455,2683
Retail Trade,3162.2776601683795,1310
Retail Trade,3548.133892335753,863
Retail Trade,3981.0717055349733,2715
Retail Trade,4466.835921509631,4831
Retail Trade,5011.872336272725,1213
Retail Trade,5623.413251903491,3194
Retail Trade,6309.57344480193,2560
Retail Trade,7079.457843841381,1646
Retail Trade,7943.282347242814,3467
Retail Trade,8912.509381337459,2670
Retail Trade,10000.0,6546
Retail Trade,11220.18454301963,5033
Retail Trade,12589.254117941662,3972
Retail Trade,14125.375446227554,5581
Retail Trade,15848.93192461114,3883
Retail Trade,17782.794100389227,4709
Retail Trade,19952.62314968879,9564
Retail Trade,22387.21138568338,9949
Retail Trade,25118.864315095823,6134
Retail Trade,28183.82931264455,10461
Retail Trade,31622.776601683792,9692
Retail Trade,35481.33892335753,6140
Retail Trade,39810.71705534969,9119
Retail Trade,44668.359215096345,10158
Retail Trade,50118.72336272725,4762
Retail Trade,56234.13251903491,5488
Retail Trade,63095.7344480193,4803
Retail Trade,70794.57843841374,3092
Retail Trade,79432.82347242821,3722
Retail Trade,89125.0938133746,2512
Retail Trade,100000.0,3687
Retail Trade,112201.84543019629,2299
Retail Trade,125892.54117941661,1645
Retail Trade,141253.75446227554,1510
Retail Trade,158489.3192461114,966
Retail Trade,177827.94100389228,710
Retail Trade,199526.2314968879,1039
Retail Trade,223872.11385683378,699
Retail Trade,251188.6431509582,209
Retail Trade,281838.2931264455,337
Retail Trade,316227.7660168379,128
Retail Trade,354813.3892335753,59
Retail Trade,398107.1705534969,136
Retail Trade,446683.5921509635,230
Retail Trade,501187.2336272725,264
Retail Trade,562341.3251903491,221
Retail Trade,630957.344480193,99
Retail Trade,707945.7843841374,89
Services,1995.2623149688789,432
Services,2238.72113856834,325
Services,2511.88643150958,146
Services,2818.382931264455,449
Services,3162.2776601683795,262
Services,3548.133892335753,237
Services,3981.0717055349733,493
Services,4466.835921509631,808
Services,5011.872336272725,221
Services,5623.413251903491,634
Services,6309.57344480193,501
Services,7079.457843841381,338
Services,7943.282347242814,632
Services,8912.509381337459,542
Services,10000.0,1233
Services,11220.18454301963,1021
Services,12589.254117941662,836
Services,14125.375446227554,1100
Services,15848.93192461114,824
Services,17782.794100389227,1017
Services,19952.62314968879,2109
Services,22387.21138568338,2097
Services,25118.864315095823,1347
Services,28183.82931264455,2045
Services,31622.776601683792,1873
Services,35481.33892335753,1482
Services,39810.71705534969,2146
Services,44668.359215096345,2426
Services,50118.72336272725,1223
Services,56234.13251903491,1355
Services,63095.7344480193,1106
Services,70794.57843841374,659
Services,79432.82347242821,665
Services,89125.0938133746,391
Services,100000.0,443
Services,112201.84543019629,252
Services,125892.54117941661,160
Services,141253.75446227554,107
Services,158489.3192461114,68
Services,177827.94100389228,47
Services,199526.2314968879,65
Services,223872.11385683378,33
Services,251188.6431509582,15
Services,281838.2931264455,19
Services,316227.7660168379,14
Services,354813.3892335753,2
Services,398107.1705534969,6
Services,446683.5921509635,7
Services,501187.2336272725,17
Services,562341.3251903491,12
Services,630957.344480193,2
Services,707945.7843841374,5
"Arts, Entertainment, and Recreation",1995.2623149688789,4034
"Arts, Entertainment, and Recreation",2238.72113856834,2477
"Arts, Entertainment, and Recreation",2511.88643150958,848
"Arts, Entertainment, and Recreation",2818.382931264455,4233
"Arts, Entertainment, and Recreation",3162.2776601683795,1853
"Arts, Entertainment, and Recreation",3548.133892335753,1162
"Arts, Entertainment, and Recreation",3981.0717055349733,3753
"Arts, Entertainment, and Recreation",4466.835921509631,6162
"Arts, Entertainment, and Recreation",5011.872336272725,1393
"Arts, Entertainment, and Recreation",5623.413251903491,3680
"Arts, Entertainment, and Recreation",6309.57344480193,2960
"Arts, Entertainment, and Recreation",7079.457843841381,1760
"Arts, Entertainment, and Recreation",7943.282347242814,3686
"Arts, Entertainment, and Recreation",8912.509381337459,2572
"Arts, Entertainment, and Recreation",10000.0,6563
"Arts, Entertainment, and Recreation",11220.18454301963,4791
"Arts, Entertainment, and Recreation",12589.254117941662,3248
"Arts, Entertainment, and Recreation",14125.375446227554,4876
"Arts, Entertainment, and Recreation",15848.93192461114,3237
"Arts, Entertainment, and Recreation",17782.794100389227,3816
"Arts, Entertainment, and Recreation",19952.62314968879,8169
"Arts, Entertainment, and Recreation",22387.21138568338,7358
"Arts, Entertainment, and Recreation",25118.864315095823,4126
"Arts, Entertainment, and Recreation",28183.82931264455,6803
"Arts, Entertainment, and Recreation",31622.776601683792,5285
"Arts, Entertainment, and Recreation",35481.33892335753,3270
"Arts, Entertainment, and Recreation",39810.71705534969,5290
"Arts, Entertainment, and Recreation",44668.359215096345,5794
"Arts, Entertainment, and Recreation",50118.72336272725,2564
"Arts, Entertainment, and Recreation",56234.13251903491,3174
"Arts, Entertainment, and Recreation",63095.7344480193,2708
"Arts, Entertainment, and Recreation",70794.57843841374,1641
"Arts, Entertainment, and Recreation",79432.82347242821,1761
"Arts, Entertainment, and Recreation",89125.0938133746,1113
"Arts, Entertainment, and Recreation",100000.0,1480
"Arts, Entertainment, and Recreation",112201.84543019629,822
"Arts, Entertainment, and Recreation",125892.54117941661,523
"Arts, Entertainment, and Recreation",141253.75446227554,517
"Arts, Entertainment, and Recreation",158489.3192461114,307
"Arts, Entertainment, and Recreation",177827.94100389228,195
"Arts, Entertainment, and Recreation",199526.2314968879,288
"Arts, Entertainment, and Recreation",223872.11385683378,215
"Arts, Entertainment, and Recreation",251188.6431509582,72
"Arts, Entertainment, and Recreation",281838.2931264455,103
"Arts, Entertainment, and Recreation",316227.7660168379,45
"Arts, Entertainment, and Recreation",354813.3892335753,27
"Arts, Entertainment, and Recreation",398107.1705534969,50
"Arts, Entertainment, and Recreation",446683.5921509635,94
"Arts, Entertainment, and Recreation",501187.2336272725,96
"Arts, Entertainment, and Recreation",562341.3251903491,91
"Arts, Entertainment, and Recreation",630957.344480193,54
"Arts, Entertainment, and Recreation",707945.7843841374,40
